perfil;red_social;tweets_post_totales;tweets_post_diarios;seguidores_fans_totales;seguidores_fans_diarios;fecha
Centro de Emergencias Castilla y León 112;1;2096;5;23091;14;29/01/2024
Tierra de Sabor;1;4209;2;64949;10;29/01/2024
Marca Territorio;1;340;2;4118;4;29/01/2024
Castilla y León Exterior;1;65;0;1024;0;29/01/2024
Deporte en Castilla y León;1;718;1;2095;2;29/01/2024
Comunicación Junta de Castilla y León;1;1363;8;38177;12;30/01/2024
Archivos de Castilla y León;1;789;2;6941;1;30/01/2024
CREFES Formación y Estudios Sociales;1;45;0;3565;0;30/01/2024
Marca Territorio;1;342;2;4129;11;30/01/2024
ITACYL Instituto Técnico Agrario;1;1437;4;2871;-1;30/01/2024
Familia;1;477;1;2149;1;30/01/2024
Patrimonio Castilla y León;1;508;0;1429;1;30/01/2024
Instituto de la Juventud de Castilla y León;1;1946;6;18156;6;31/01/2024
Museos de Castilla y León;1;895;2;9140;1;31/01/2024
Comunicación Junta de Castilla y León;1;1367;4;38179;2;31/01/2024
FUESCYL Fundación Universidades;1;396;1;3674;3;31/01/2024
Empleo en Castilla y León;1;3661;16;14421;4;31/01/2024
Empresas JCYL - ICE;1;0;0;919;0;31/01/2024
Instituto de la Juventud de Castilla y León;1;1952;6;18162;6;1/02/2024
Museos de Castilla y León;1;897;2;9143;3;1/02/2024
Comunicación Junta de Castilla y León;1;1379;12;38194;15;1/02/2024
Tierra de Sabor;1;4217;2;64960;4;1/02/2024
Archivos de Castilla y León;1;793;2;6943;1;1/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3564;0;1/02/2024
Castilla y León Digital;1;2093;4;3494;2;1/02/2024
Empleo en Castilla y León;1;3675;14;14431;10;1/02/2024
Salud+JCYL;1;970;3;50374;0;2/02/2024
Instituto de la Juventud de Castilla y León;1;1956;4;18165;3;2/02/2024
Museos de Castilla y León;1;899;2;9142;-1;2/02/2024
Comunicación Junta de Castilla y León;1;1388;9;38197;3;2/02/2024
Tierra de Sabor;1;4219;2;64960;0;2/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3564;0;2/02/2024
Patrimonio Natural;1;391;1;11618;19;2/02/2024
Empleo en Castilla y León;1;3687;12;14436;5;2/02/2024
ITACYL Instituto Técnico Agrario;1;1440;1;2873;0;2/02/2024
Deporte en Castilla y León;1;720;0;2098;1;2/02/2024
Patrimonio Castilla y León;1;508;0;1430;0;2/02/2024
Museos de Castilla y León;1;902;3;9141;-1;3/02/2024
Tierra de Sabor;1;4222;3;64959;-1;3/02/2024
Archivos de Castilla y León;1;797;2;6942;1;3/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3565;1;3/02/2024
Patrimonio Castilla y León;1;508;0;1431;1;3/02/2024
Salud+JCYL;1;974;2;50375;0;4/02/2024
Centro de Emergencias Castilla y León 112;1;2133;4;23157;9;4/02/2024
Turismo Castilla y León es Vida;1;1041;1;95121;6;4/02/2024
ECLAP Escuela de Administración Pública;1;474;1;4088;0;4/02/2024
Marca Territorio;1;350;1;4140;5;4/02/2024
Castilla y León Digital;1;2102;3;3502;4;4/02/2024
Empleo en Castilla y León;1;3695;4;14443;4;4/02/2024
Patrimonio Castilla y León;1;508;0;1431;0;4/02/2024
Comunicación Junta de Castilla y León;1;1400;7;38234;22;5/02/2024
Centro de Emergencias Castilla y León 112;1;2136;3;23172;15;5/02/2024
Marca Territorio;1;352;2;4140;0;5/02/2024
Castilla y León Digital;1;2106;4;3506;4;5/02/2024
Empleo en Castilla y León;1;3708;13;14445;2;5/02/2024
ITACYL Instituto Técnico Agrario;1;1444;2;2873;1;5/02/2024
Familia;1;484;2;2168;2;5/02/2024
Museos de Castilla y León;1;909;2;9155;-1;6/02/2024
Comunicación Junta de Castilla y León;1;1404;4;38246;12;6/02/2024
Centro de Emergencias Castilla y León 112;1;2142;6;23190;18;6/02/2024
ECLAP Escuela de Administración Pública;1;478;2;4091;3;6/02/2024
Patrimonio Natural;1;395;1;11704;10;6/02/2024
Deporte en Castilla y León;1;723;2;2111;3;6/02/2024
Museos de Castilla y León;1;912;3;9156;1;7/02/2024
Turismo Castilla y León es Vida;1;1047;2;95137;12;7/02/2024
Archivos de Castilla y León;1;805;2;6945;2;7/02/2024
Marca Territorio;1;356;2;0;0;7/02/2024
Patrimonio Castilla y León;1;508;0;1433;1;7/02/2024
Salud+JCYL;1;988;4;50382;-1;8/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3566;0;8/02/2024
Empleo en Castilla y León;1;3755;14;14466;8;8/02/2024
Patrimonio Castilla y León;1;508;0;1433;0;8/02/2024
Empresas JCYL - ICE;1;0;0;921;0;8/02/2024
Patrimonio Natural;1;398;1;11734;14;9/02/2024
FUESCYL Fundación Universidades;1;409;2;0;0;9/02/2024
Castilla y León Exterior;1;70;1;1024;0;9/02/2024
Empresas JCYL - ICE;1;0;0;922;1;9/02/2024
Salud+JCYL;1;993;3;50389;2;10/02/2024
Comunicación Junta de Castilla y León;1;1423;4;38283;5;10/02/2024
Turismo Castilla y León es Vida;1;1054;3;95185;20;10/02/2024
Patrimonio Castilla y León;1;508;0;1435;-1;10/02/2024
Instituto de la Juventud de Castilla y León;1;1991;2;18220;13;11/02/2024
Centro de Emergencias Castilla y León 112;1;2178;6;23266;3;11/02/2024
Turismo Castilla y León es Vida;1;1056;2;95208;23;11/02/2024
ECLAP Escuela de Administración Pública;1;486;2;0;0;11/02/2024
Marca Territorio;1;361;1;3657;-1;11/02/2024
Castilla y León Digital;1;2125;3;3530;2;11/02/2024
ITACYL Instituto Técnico Agrario;1;1455;1;2879;3;11/02/2024
Familia;1;497;0;2174;1;11/02/2024
Empresas JCYL - ICE;1;0;0;922;0;11/02/2024
Salud+JCYL;1;997;3;50386;-3;12/02/2024
Instituto de la Juventud de Castilla y León;1;1996;5;18225;5;12/02/2024
CREFES Formación y Estudios Sociales;1;45;0;0;0;12/02/2024
ITACYL Instituto Técnico Agrario;1;1456;1;2879;0;12/02/2024
Museos de Castilla y León;1;928;2;9157;1;13/02/2024
Turismo Castilla y León es Vida;1;1059;1;95271;46;13/02/2024
Instituto de la Juventud de Castilla y León;1;2004;5;18239;6;14/02/2024
Comunicación Junta de Castilla y León;1;1445;9;38348;7;14/02/2024
Turismo Castilla y León es Vida;1;1062;3;95308;37;14/02/2024
Tierra de Sabor;1;4244;2;65250;23;14/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3457;0;14/02/2024
Marca Territorio;1;366;2;3657;0;14/02/2024
Patrimonio Natural;1;403;1;11759;4;14/02/2024
Familia;1;504;1;2181;0;14/02/2024
Museos de Castilla y León;1;932;2;9158;0;15/02/2024
ECLAP Escuela de Administración Pública;1;493;2;3970;0;15/02/2024
Patrimonio Natural;1;404;1;11764;5;15/02/2024
Empresas JCYL - ICE;1;0;0;921;0;15/02/2024
Salud+JCYL;1;1011;4;50387;0;16/02/2024
Museos de Castilla y León;1;935;3;9156;-2;16/02/2024
Centro de Emergencias Castilla y León 112;1;2204;6;23283;1;16/02/2024
Turismo Castilla y León es Vida;1;1065;2;95353;21;16/02/2024
Marca Territorio;1;370;2;3657;1;16/02/2024
Castilla y León Exterior;1;72;2;1024;0;16/02/2024
Empleo en Castilla y León;1;3846;15;14503;6;16/02/2024
ITACYL Instituto Técnico Agrario;1;1469;3;2884;3;16/02/2024
Museos de Castilla y León;1;937;2;9158;2;17/02/2024
Turismo Castilla y León es Vida;1;1066;1;95362;9;17/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3457;0;17/02/2024
Marca Territorio;1;370;0;3657;0;17/02/2024
Castilla y León Digital;1;2147;3;3543;0;17/02/2024
Familia;1;508;0;2184;0;17/02/2024
Instituto de la Juventud de Castilla y León;1;2016;1;18256;5;18/02/2024
Centro de Emergencias Castilla y León 112;1;2213;3;23290;5;18/02/2024
Turismo Castilla y León es Vida;1;1067;1;95373;11;18/02/2024
ECLAP Escuela de Administración Pública;1;497;2;3971;1;18/02/2024
Marca Territorio;1;371;1;3657;0;18/02/2024
Castilla y León Exterior;1;72;0;1024;0;18/02/2024
Empleo en Castilla y León;1;3853;3;14511;5;18/02/2024
ITACYL Instituto Técnico Agrario;1;1472;1;2885;0;18/02/2024
Familia;1;508;0;2184;0;18/02/2024
Patrimonio Castilla y León;1;508;0;1436;0;18/02/2024
Comunicación Junta de Castilla y León;1;1465;1;38381;14;19/02/2024
Centro de Emergencias Castilla y León 112;1;2218;5;23291;1;19/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3457;0;19/02/2024
ECLAP Escuela de Administración Pública;1;499;2;3972;1;19/02/2024
Marca Territorio;1;373;2;3658;1;19/02/2024
Patrimonio Natural;1;408;1;11784;2;19/02/2024
Castilla y León Digital;1;2153;3;3547;0;19/02/2024
Patrimonio Castilla y León;1;508;0;1436;0;19/02/2024
Empresas JCYL - ICE;1;0;0;921;0;19/02/2024
Salud+JCYL;1;1021;2;50399;5;20/02/2024
Comunicación Junta de Castilla y León;1;1470;5;38400;19;20/02/2024
Turismo Castilla y León es Vida;1;1072;2;95388;7;20/02/2024
Tierra de Sabor;1;4262;3;65317;1;20/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3457;0;20/02/2024
Marca Territorio;1;374;1;3659;1;20/02/2024
Patrimonio Natural;1;409;1;11784;0;20/02/2024
ITACYL Instituto Técnico Agrario;1;1480;4;2889;2;20/02/2024
Salud+JCYL;1;1024;3;50401;2;21/02/2024
Centro de Emergencias Castilla y León 112;1;2233;6;23300;6;21/02/2024
Turismo Castilla y León es Vida;1;1073;1;95388;0;21/02/2024
Marca Territorio;1;374;0;3659;0;21/02/2024
ITACYL Instituto Técnico Agrario;1;1483;3;2890;1;21/02/2024
Empresas JCYL - ICE;1;0;0;921;0;21/02/2024
Salud+JCYL;1;1029;5;50403;2;22/02/2024
Instituto de la Juventud de Castilla y León;1;2037;5;18326;20;22/02/2024
Museos de Castilla y León;1;947;2;9170;0;22/02/2024
Comunicación Junta de Castilla y León;1;1477;4;38412;5;22/02/2024
Turismo Castilla y León es Vida;1;1074;1;95392;4;22/02/2024
Tierra de Sabor;1;4269;4;65324;8;22/02/2024
Archivos de Castilla y León;1;839;2;6950;0;22/02/2024
ECLAP Escuela de Administración Pública;1;503;2;3974;1;22/02/2024
Empleo en Castilla y León;1;3920;18;14532;5;22/02/2024
Familia;1;517;2;2202;0;22/02/2024
Deporte en Castilla y León;1;731;0;2127;12;22/02/2024
ECLAP Escuela de Administración Pública;1;504;1;3976;2;23/02/2024
Castilla y León Digital;1;2167;3;3551;1;23/02/2024
Marca Territorio;1;375;0;3660;0;24/02/2024
Patrimonio Natural;1;413;1;11788;4;24/02/2024
Castilla y León Exterior;1;74;0;1026;2;24/02/2024
Salud+JCYL;1;1038;2;50404;1;25/02/2024
Comunicación Junta de Castilla y León;1;1482;1;38432;13;25/02/2024
Turismo Castilla y León es Vida;1;1077;1;95415;11;25/02/2024
Tierra de Sabor;1;4277;2;65335;1;25/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3457;0;25/02/2024
Castilla y León Digital;1;2173;3;3551;-2;25/02/2024
Empleo en Castilla y León;1;3941;4;14536;1;25/02/2024
Centro de Emergencias Castilla y León 112;1;2261;4;23361;16;26/02/2024
Turismo Castilla y León es Vida;1;1079;2;95421;6;26/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3457;0;26/02/2024
ECLAP Escuela de Administración Pública;1;509;2;3978;0;26/02/2024
Marca Territorio;1;377;2;3659;0;26/02/2024
Empleo en Castilla y León;1;3962;21;0;0;26/02/2024
Familia;1;520;1;0;0;26/02/2024
Museos de Castilla y León;1;957;2;9173;2;27/02/2024
Centro de Emergencias Castilla y León 112;1;2267;6;23363;2;27/02/2024
Tierra de Sabor;1;4283;3;65348;7;27/02/2024
ECLAP Escuela de Administración Pública;1;511;2;3978;0;27/02/2024
Patrimonio Natural;1;416;1;11793;0;27/02/2024
Tierra de Sabor;1;4285;2;65354;6;28/02/2024
Archivos de Castilla y León;1;851;2;6950;0;28/02/2024
ECLAP Escuela de Administración Pública;1;513;2;3979;1;28/02/2024
Empleo en Castilla y León;1;3990;14;14422;8;28/02/2024
Familia;1;521;0;2181;1;28/02/2024
Centro de Emergencias Castilla y León 112;1;2276;7;23377;9;29/02/2024
Tierra de Sabor;1;4288;3;65357;3;29/02/2024
Archivos de Castilla y León;1;854;3;6949;-1;29/02/2024
CREFES Formación y Estudios Sociales;1;45;0;3457;0;29/02/2024
Marca Territorio;1;384;2;3660;0;29/02/2024
Patrimonio Natural;1;418;1;11794;2;29/02/2024
Castilla y León Digital;1;2187;2;3565;0;29/02/2024
Deporte en Castilla y León;1;737;2;2237;11;29/02/2024
Salud+JCYL;1;1054;3;50415;1;1/03/2024
Instituto de la Juventud de Castilla y León;1;2073;4;18371;5;1/03/2024
Centro de Emergencias Castilla y León 112;1;2283;7;23378;1;1/03/2024
CREFES Formación y Estudios Sociales;1;45;0;3457;0;1/03/2024
ITACYL Instituto Técnico Agrario;1;1506;3;2830;2;1/03/2024
Deporte en Castilla y León;1;739;2;2239;2;1/03/2024
Patrimonio Castilla y León;1;508;0;1435;0;1/03/2024
Salud+JCYL;1;1057;3;50417;2;2/03/2024
Comunicación Junta de Castilla y León;1;1509;2;38468;6;2/03/2024
Centro de Emergencias Castilla y León 112;1;2294;11;23400;22;2/03/2024
Marca Territorio;1;386;1;3672;6;2/03/2024
FUESCYL Fundación Universidades;1;437;0;3483;2;2/03/2024
Instituto de la Juventud de Castilla y León;1;2078;2;18374;1;3/03/2024
Centro de Emergencias Castilla y León 112;1;2300;6;23415;15;3/03/2024
Archivos de Castilla y León;1;860;2;6949;0;3/03/2024
Marca Territorio;1;387;1;3674;2;3/03/2024
Castilla y León Digital;1;2197;3;3569;2;3/03/2024
Familia;1;525;0;2182;0;3/03/2024
Empresas JCYL - ICE;1;0;0;876;0;3/03/2024
Museos de Castilla y León;1;973;2;9184;7;4/03/2024
ECLAP Escuela de Administración Pública;1;522;2;3982;0;4/03/2024
Marca Territorio;1;389;2;3675;1;4/03/2024
Patrimonio Castilla y León;1;508;0;1435;0;4/03/2024
Salud+JCYL;1;1066;3;50429;2;5/03/2024
Comunicación Junta de Castilla y León;1;1525;6;38483;5;5/03/2024
Archivos de Castilla y León;1;864;2;6949;0;5/03/2024
ECLAP Escuela de Administración Pública;1;523;1;3982;0;5/03/2024
Deporte en Castilla y León;1;741;1;2239;0;5/03/2024
Patrimonio Castilla y León;1;508;0;1435;0;5/03/2024
Empresas JCYL - ICE;1;0;0;877;0;5/03/2024
Comunicación Junta de Castilla y León;1;1530;5;38487;4;6/03/2024
Turismo Castilla y León es Vida;1;1097;3;95510;7;6/03/2024
Tierra de Sabor;1;4301;3;65399;19;6/03/2024
FUESCYL Fundación Universidades;1;445;4;3483;0;6/03/2024
Castilla y León Exterior;1;77;0;1018;0;6/03/2024
Deporte en Castilla y León;1;742;1;2239;0;6/03/2024
Instituto de la Juventud de Castilla y León;1;2101;6;18392;5;7/03/2024
Comunicación Junta de Castilla y León;1;1536;6;38491;4;7/03/2024
Tierra de Sabor;1;4304;3;65428;29;7/03/2024
Archivos de Castilla y León;1;868;2;6949;0;7/03/2024
Marca Territorio;1;395;2;3677;2;7/03/2024
ITACYL Instituto Técnico Agrario;1;1524;6;2830;1;7/03/2024
Familia;1;525;0;2183;0;7/03/2024
Deporte en Castilla y León;1;742;0;2244;5;7/03/2024
Empresas JCYL - ICE;1;0;0;876;0;7/03/2024
Comunicación Junta de Castilla y León;1;1544;8;38501;10;8/03/2024
ECLAP Escuela de Administración Pública;1;528;2;3984;0;8/03/2024
Castilla y León Exterior;1;79;2;1019;1;8/03/2024
Deporte en Castilla y León;1;743;1;2250;6;8/03/2024
Empresas JCYL - ICE;1;0;0;876;0;8/03/2024
Instituto de la Juventud de Castilla y León;1;2110;3;18407;10;9/03/2024
Museos de Castilla y León;1;987;2;9188;-1;9/03/2024
Turismo Castilla y León es Vida;1;1102;2;95542;15;9/03/2024
ECLAP Escuela de Administración Pública;1;529;1;3984;0;9/03/2024
Marca Territorio;1;398;1;3677;0;9/03/2024
Patrimonio Natural;1;427;1;11806;1;9/03/2024
Castilla y León Digital;1;2220;3;3598;6;9/03/2024
Castilla y León Exterior;1;79;0;1019;0;9/03/2024
Familia;1;525;0;2184;1;9/03/2024
ECLAP Escuela de Administración Pública;1;530;1;3984;0;10/03/2024
Marca Territorio;1;399;1;3677;0;10/03/2024
Patrimonio Natural;1;428;1;11808;2;10/03/2024
Castilla y León Exterior;1;79;0;1019;0;10/03/2024
Deporte en Castilla y León;1;743;0;2268;10;10/03/2024
Patrimonio Castilla y León;1;508;0;1436;0;10/03/2024
Empresas JCYL - ICE;1;0;0;876;0;10/03/2024
Instituto de la Juventud de Castilla y León;1;2117;5;18420;8;11/03/2024
Turismo Castilla y León es Vida;1;1105;2;95562;8;11/03/2024
Tierra de Sabor;1;4315;3;65536;12;11/03/2024
Empleo en Castilla y León;1;4123;18;14508;7;11/03/2024
ITACYL Instituto Técnico Agrario;1;1533;3;2837;1;11/03/2024
Deporte en Castilla y León;1;744;1;2282;14;11/03/2024
Patrimonio Castilla y León;1;508;0;1436;0;11/03/2024
Empresas JCYL - ICE;1;0;0;876;0;11/03/2024
Museos de Castilla y León;1;993;2;9192;0;12/03/2024
Centro de Emergencias Castilla y León 112;1;2354;5;23504;11;12/03/2024
Castilla y León Digital;2;46;5;6530;0;14/01/2024
Educación;2;33;0;59373;5;14/01/2024
Energía EREN;2;1010;0;3350;-2;14/01/2024
Comunicación Junta de Castilla y León;2;1693;10;84261;23;15/01/2024
Turismo Castilla y León es Vida;2;118;10;123619;-8;15/01/2024
Patrimonio Natural;2;5;3;0;0;15/01/2024
Castilla y León Digital;2;50;4;6532;2;15/01/2024
Deporte en Castilla y León;2;3852;6;1022;1;15/01/2024
Cultura de Castilla y León;2;2816;6;12767;2;15/01/2024
Atención al ciudadano 012;2;1183;8;0;0;15/01/2024
Energía EREN;2;1016;6;3351;1;15/01/2024
Instituto de la Juventud de Castilla y León;2;140;4;19223;-4;16/01/2024
Museos de Castilla y León;2;280;9;26677;1;16/01/2024
Centro de Emergencias Castilla y León 112;2;87;16;80804;0;16/01/2024
Castilla y León Digital;2;54;4;6532;0;16/01/2024
Deporte en Castilla y León;2;3856;4;1021;-1;16/01/2024
Educación;2;39;3;59387;7;16/01/2024
Cultura de Castilla y León;2;2821;5;12767;0;16/01/2024
Energía EREN;2;1021;5;3352;1;16/01/2024
Instituto de la Juventud de Castilla y León;2;143;3;19225;2;17/01/2024
Museos de Castilla y León;2;289;9;26681;4;17/01/2024
Comunicación Junta de Castilla y León;2;1714;11;84281;14;17/01/2024
Turismo Castilla y León es Vida;2;140;14;123630;-5;17/01/2024
Castilla y León Digital;2;58;4;6540;8;17/01/2024
Educación;2;45;6;59389;2;17/01/2024
Naturaleza Castilla y León;2;8592;0;16790;-4;17/01/2024
Comunicación Junta de Castilla y León;2;1726;12;84312;31;18/01/2024
Centro de Emergencias Castilla y León 112;2;104;8;80824;19;18/01/2024
Turismo Castilla y León es Vida;2;149;9;123635;5;18/01/2024
Marca Territorio;2;164;2;16174;1;18/01/2024
Instituto de la Juventud de Castilla y León;2;153;5;19224;-1;19/01/2024
Museos de Castilla y León;2;307;9;26683;0;19/01/2024
Centro de Emergencias Castilla y León 112;2;124;20;80854;30;19/01/2024
Tierra de Sabor;2;9528;9;29413;2;19/01/2024
Castilla y León Digital;2;67;5;6545;2;19/01/2024
Deporte en Castilla y León;2;3866;8;1025;0;19/01/2024
Patrimonio Castilla y León;2;2142;0;2898;0;19/01/2024
Centro de Emergencias Castilla y León 112;2;143;19;80868;14;20/01/2024
Marca Territorio;2;167;1;16179;-1;20/01/2024
Cultura de Castilla y León;2;2842;5;12786;2;20/01/2024
Atención al ciudadano 012;2;1218;4;0;0;20/01/2024
Gobierno Abierto de Castilla y León Transparencia;2;91;1;3744;0;21/01/2024
Centro de Emergencias Castilla y León 112;2;160;17;80884;16;21/01/2024
Marca Territorio;2;168;1;16185;6;21/01/2024
Patrimonio Natural;2;21;3;8593;0;21/01/2024
Castilla y León Digital;2;74;3;6549;2;21/01/2024
Cultura de Castilla y León;2;2847;5;12792;6;21/01/2024
Trabajo y Prevención de Castilla y León;2;12;4;0;0;21/01/2024
Energía EREN;2;1034;0;3351;0;21/01/2024
Turismo Castilla y León es Vida;2;187;9;123692;7;22/01/2024
Instituto de la Juventud de Castilla y León;2;171;7;19227;2;23/01/2024
Museos de Castilla y León;2;343;9;26685;7;23/01/2024
Comunicación Junta de Castilla y León;2;1778;12;84406;11;23/01/2024
Turismo Castilla y León es Vida;2;198;11;123699;7;23/01/2024
Patrimonio Natural;2;24;1;8590;-1;23/01/2024
ITACYL Instituto Técnico Agrario;2;499;0;0;0;23/01/2024
Patrimonio Castilla y León;2;2142;0;2902;6;23/01/2024
Trabajo y Prevención de Castilla y León;2;22;5;0;0;23/01/2024
Museos de Castilla y León;2;352;9;26684;-1;24/01/2024
Gobierno Abierto de Castilla y León Transparencia;2;106;4;3743;-2;24/01/2024
Comunicación Junta de Castilla y León;2;1788;10;84427;21;24/01/2024
Deporte en Castilla y León;2;3880;4;1026;0;24/01/2024
Cultura de Castilla y León;2;2864;6;12790;1;24/01/2024
Salud+JCYL;2;1667;4;43180;2;25/01/2024
Turismo Castilla y León es Vida;2;235;16;123729;16;25/01/2024
Tierra de Sabor;2;9567;9;29406;-1;25/01/2024
Patrimonio Natural;2;31;3;8591;1;25/01/2024
Castilla y León Digital;2;93;6;6553;1;25/01/2024
Educación;2;80;5;59454;6;25/01/2024
Atención al ciudadano 012;2;1252;8;12424;0;25/01/2024
Energía EREN;2;1051;6;3352;1;25/01/2024
Salud+JCYL;2;1671;4;43191;11;26/01/2024
Centro de Emergencias Castilla y León 112;2;196;8;80909;12;26/01/2024
Marca Territorio;2;178;2;16193;3;26/01/2024
Museos de Castilla y León;2;379;9;26682;3;27/01/2024
Gobierno Abierto de Castilla y León Transparencia;2;116;1;3749;1;27/01/2024
Centro de Emergencias Castilla y León 112;2;206;10;80915;6;27/01/2024
Trabajo y Prevención de Castilla y León;2;44;4;4498;0;27/01/2024
Salud+JCYL;2;1675;3;43204;7;28/01/2024
Comunicación Junta de Castilla y León;2;1831;9;84509;26;28/01/2024
Turismo Castilla y León es Vida;2;294;17;123761;3;28/01/2024
